"AM21";"Black Legion";"Clifford Soubier";"Und";"RU:"
"AM21";"Black Legion";"Paul Harvey";"Und";"RU:"
"AM21";"Black Legion";"Samuel S. Hinds";"Und";"RU:"
"AM21";"Black Legion";"John Litel";"Und";"RU:"
"AM21";"Black Legion";"Alonzo Price";"Und";"RU:"
"AM21";"Black Legion";"Dickie Jones";"Und";"RU:"
"AM21";"Black Legion";"Dorothy Vaughn";"Und";"RU:"
"AM21";"Black Legion";"Henry Brandon";"Und";"RU:"
"AM21";"Black Legion";"Charles Halton";"Und";"RU:"
"AM21";"Black Legion";"Pat C. Flick";"Und";"RU:"
"AM21";"Black Legion";"Francis Sayles";"Und";"RU:"
"AM21";"Black Legion";"Paul Stanton";"Und";"RU:"
"AM21";"Black Legion";"Harry Hayden";"Und";"RU:"
"AM21";"Black Legion";"Egon Brecher";"Und";"RU:"
"AM23";"Adventures of Marco Polo";"Gary Cooper";"Und";"R:traveller ""Marco Polo"""
"AM23";"Adventures of Marco Polo";"Basil Rathbone";"Und";"R:mongol plotter"
"AM23";"Adventures of Marco Polo";"Sigreid Gurie";"Und";"R:Chinese maiden"
"AM23";"Adventures of Marco Polo";"Ernest Truex";"Und";"RU:"
"AM23";"Adventures of Marco Polo";"Binnie Barnes";"Und";"RU:"
"AM23";"Adventures of Marco Polo";"Alan Hale";"Und";"RU:"
"AM23";"Adventures of Marco Polo";"George Barbier";"Und";"RU:"
"AM27";"The House Across the Bay";"George Raft";"Und";"RU:"
"AM27";"The House Across the Bay";"Joan Bennett";"Und";"RU:"
"AM27";"The House Across the Bay";"Walter Pidgeon";"Und";"RU:"
"AM27";"The House Across the Bay";"Lloyd Nolan";"Und";"RU:"
"AM27";"The House Across the Bay";"Gladys George";"Und";"RU:"
"AM27";"The House Across the Bay";"June Knight";"Und";"RU:"
"AM29";"Charley's Aunt";"Kay Francis";"Und";"R:girlfriend"
"AM29";"Charley's Aunt";"James Ellison";"Und";"R:straight student"
"AM29";"Charley's Aunt";"Anne Baxter";"Und";"RU:"
"AM29";"Charley's Aunt";"Laird Cregar";"Und";"RU:"
"AM29";"Charley's Aunt";"Edmund Gwenn";"Und";"RU:"
"AM31";"Orchestra Wives";"Ann Rutherford";"Und";"R:marries trumpeter"
"AM31";"Orchestra Wives";"George Montgomery";"Und";"R:trumpet player"
"AM31";"Orchestra Wives";"Lynn Bari";"Und";"RU:"
"AM31";"Orchestra Wives";"Glenn Miller";"Grp";"R:band leader"
"AM31";"Orchestra Wives";"Carole Landis";"Und";"RU:"
"AM31";"Orchestra Wives";"Jackie Geason";"Und";"RU:"
"AM31";"Orchestra Wives";"Cesar Romero";"Und";"RU:"
"AM35";"A Night in Casablanca";"Groucho Marx";"Und";"R:hotel owner"
"AM35";"A Night in Casablanca";"Chico Marx";"Und";"R:camel taxi fleet manager"
"AM35";"A Night in Casablanca";"Harpo Marx";"Und";"RZ:elevator operator r"
"AM35";"A Night in Casablanca";"Sig Rumann";"Und";"R:nazi ""Reiner"""
"AM35";"A Night in Casablanca";"Lisette Verea";"Und";"R:pretty refugee"
"AM35";"A Night in Casablanca";"Charles Drake";"Und";"RU:"
"AM35";"A Night in Casablanca";"Lois Collier";"Und";"RU:"
"AM35";"A Night in Casablanca";"Dan Seymour";"Und";"RU:"
"AM36";"Angel On My Shoulder";"Paul Muni";"Und";"R:dead gangster, becomes judge"
"AM36";"Angel On My Shoulder";"Claude Rains";"Und";"RZ:devil"
"AM36";"Angel On My Shoulder";"Anne Baxter";"Und";"RU:"
"AM36";"Angel On My Shoulder";"Erskine Sanford";"Und";"RU:"
"AM36";"Angel On My Shoulder";"Hardie allbright";"Und";"RU:"
"AMa10";"Prisoner of War";"Ronald reagan";"Und";"R:prisoner, suspected communist"
"AMa10";"Prisoner of War";"Oscar Homolka";"Und";"R:Korean warden"
"AMa10";"Prisoner of War";"Steve Forrest";"Und";"R:pow"
"AMa10";"Prisoner of War";"Harry Morgan";"Und";"RU:"
"AMa10";"Prisoner of War";"Darryl Hickman";"Und";"RU:"
"AMa50";"The Longest Day";"John Wayne";"Und";"RU:"
"AMa50";"The Longest Day";"Robert Mitchum";"Und";"RU:"
"AMa50";"The Longest Day";"Henry Fonda";"Und";"RU:"
"AMa50";"The Longest Day";"Robert Ryan";"Und";"RU:"
"AMa50";"The Longest Day";"Rod Steiger";"Und";"RU:"
"AMa50";"The Longest Day";"Robert Wagner";"Und";"RU:"
"AMa50";"The Longest Day";"Paul Anka";"Und";"RU:"
"AMa50";"The Longest Day";"Fabian";"Und";"RU:"
"AMa50";"The Longest Day";"Tommy Sands";"Und";"RU:"
"AMa50";"The Longest Day";"Richard Beymer";"Und";"RU:"
"AMa50";"The Longest Day";"Mel Ferrer";"Und";"RU:"
"AMa50";"The Longest Day";"Jeffrey Hunter";"Und";"RU:"
"AMa50";"The Longest Day";"Sal Mineo";"Und";"RU:"
"AMa50";"The Longest Day";"Roddy McDowall";"Und";"RU:"
"AMa50";"The Longest Day";"Stuart Whitman";"Und";"RU:"
"AMa50";"The Longest Day";"Steve Forrest";"Und";"RU:"
"AMa50";"The Longest Day";"Eddie Albert";"Und";"RU:"
"AMa50";"The Longest Day";"Edmond OBrien";"Und";"RU:"
"AMa50";"The Longest Day";"Red Buttons";"Und";"RU:"
"AMa50";"The Longest Day";"Tom Tryon";"Und";"RU:"
"AMa50";"The Longest Day";"Alexander Knox";"Und";"RU:"
"AMa50";"The Longest Day";"Ray Danton";"Und";"RU:"
"AMa50";"The Longest Day";"Ron Randell";"Und";"RU:"
"AMa50";"The Longest Day";"Richard Burton";"Und";"RU:"
"AMa50";"The Longest Day";"Donald Houston";"Und";"RU:"
"AMa50";"The Longest Day";"Kenneth Moore";"Und";"RU:"
"AMa50";"The Longest Day";"Peter Lawford";"Und";"RU:"
"AMa50";"The Longest Day";"Richard Todd";"Und";"RU:"
"AMa50";"The Longest Day";"Leo Genn";"Und";"RU:"
"AMa50";"The Longest Day";"John Gregson";"Und";"RU:"
"AMa50";"The Longest Day";"Sean Connery";"Und";"RU:"
"AMa50";"The Longest Day";"JeanLouis Barrault";"Und";"RU:"
"AMa50";"The Longest Day";"Arletty";"Und";"RU:"
"AMa50";"The Longest Day";"Curt Jurgens";"Und";"RU:"
"AMa56";"Crack in the World";"Dana Andrews";"Und";"RU:"
"AMa56";"Crack in the World";"Janette Scott";"Und";"RU:"
"AMa56";"Crack in the World";"Kieron Moore";"Und";"RU:"
"AMa56";"Crack in the World";"Alexander Knox";"Und";"RU:"
"AMa60";"Birds Do It";"Soupy Sales";"Und";"R:janitor, can fly"
"AMa60";"Birds Do It";"Beverly Adams";"Und";"R:attracted"
"AMa60";"Birds Do It";"Tab Hunter";"Und";"RU:"
"AMa60";"Birds Do It";"Arthur OConnell";"Und";"RU:"
"AMa69";"Charley's Aunt";"Jack Benny";"Und";"R:student, imporsonates aunt"
"AMa61";"Around the World Under the Sea";"Lloyd Bridges";"Und";"R:scientist"
"AMa61";"Around the World Under the Sea";"Shirley Eaton";"Und";"RU:"
"AMa61";"Around the World Under the Sea";"Brian Kelly";"Und";"RU:"
"AMa61";"Around the World Under the Sea";"David McCallum";"Und";"RU:"
"AMa61";"Around the World Under the Sea";"Keenan Wynn";"Und";"RU:"
"AMa61";"Around the World Under the Sea";"Marshall Thompson";"Und";"RU:"
